=== MATH333 Final Project Output ===
Generated: 2025-11-26 03:29:32
Output file: Nperiods1000_results/output_20251126_032932.txt

c = 0.0000, d = 0.0000, E(c,d) = 4.0553e-03
c = 0.340, d = 0.390, E(c,d) = 2.2306e-01
c = 0.340, d = 0.400, E(c,d) = 2.2969e-01
c = 0.350, d = 0.200, E(c,d) = 1.4208e-01
c = 0.350, d = 0.210, E(c,d) = 1.4491e-01
c = 0.350, d = 0.220, E(c,d) = 1.4793e-01
c = 0.350, d = 0.230, E(c,d) = 1.5116e-01
c = 0.350, d = 0.240, E(c,d) = 1.5459e-01
c = 0.350, d = 0.250, E(c,d) = 1.5821e-01
c = 0.350, d = 0.260, E(c,d) = 1.6204e-01
c = 0.350, d = 0.270, E(c,d) = 1.6607e-01
c = 0.350, d = 0.280, E(c,d) = 1.7029e-01
c = 0.350, d = 0.290, E(c,d) = 1.7472e-01
c = 0.350, d = 0.300, E(c,d) = 1.7935e-01
c = 0.350, d = 0.310, E(c,d) = 1.8417e-01
c = 0.350, d = 0.320, E(c,d) = 1.8920e-01
c = 0.350, d = 0.330, E(c,d) = 1.9443e-01
c = 0.350, d = 0.340, E(c,d) = 1.9985e-01
c = 0.350, d = 0.350, E(c,d) = 2.0548e-01
c = 0.350, d = 0.360, E(c,d) = 2.1131e-01
c = 0.350, d = 0.370, E(c,d) = 2.1733e-01
c = 0.350, d = 0.380, E(c,d) = 2.2356e-01
c = 0.350, d = 0.390, E(c,d) = 2.2999e-01
c = 0.350, d = 0.400, E(c,d) = 2.3662e-01
c = 0.360, d = 0.200, E(c,d) = 1.4921e-01
c = 0.360, d = 0.210, E(c,d) = 1.5204e-01
c = 0.360, d = 0.220, E(c,d) = 1.5506e-01
c = 0.360, d = 0.230, E(c,d) = 1.5829e-01
c = 0.360, d = 0.240, E(c,d) = 1.6172e-01
c = 0.360, d = 0.250, E(c,d) = 1.6534e-01
c = 0.360, d = 0.260, E(c,d) = 1.6917e-01
c = 0.360, d = 0.270, E(c,d) = 1.7320e-01
c = 0.360, d = 0.280, E(c,d) = 1.7742e-01
c = 0.360, d = 0.290, E(c,d) = 1.8185e-01
c = 0.360, d = 0.300, E(c,d) = 1.8648e-01
c = 0.360, d = 0.310, E(c,d) = 1.9130e-01
c = 0.360, d = 0.320, E(c,d) = 1.9633e-01
c = 0.360, d = 0.330, E(c,d) = 2.0156e-01
c = 0.360, d = 0.340, E(c,d) = 2.0698e-01
c = 0.360, d = 0.350, E(c,d) = 2.1261e-01
c = 0.360, d = 0.360, E(c,d) = 2.1844e-01
c = 0.360, d = 0.370, E(c,d) = 2.2446e-01
c = 0.360, d = 0.380, E(c,d) = 2.3069e-01
c = 0.360, d = 0.390, E(c,d) = 2.3712e-01
c = 0.360, d = 0.400, E(c,d) = 2.4374e-01
c = 0.370, d = 0.200, E(c,d) = 1.5654e-01
c = 0.370, d = 0.210, E(c,d) = 1.5936e-01
c = 0.370, d = 0.220, E(c,d) = 1.6239e-01
c = 0.370, d = 0.230, E(c,d) = 1.6562e-01
c = 0.370, d = 0.240, E(c,d) = 1.6904e-01
c = 0.370, d = 0.250, E(c,d) = 1.7267e-01
c = 0.370, d = 0.260, E(c,d) = 1.7650e-01
c = 0.370, d = 0.270, E(c,d) = 1.8052e-01
c = 0.370, d = 0.280, E(c,d) = 1.8475e-01
c = 0.370, d = 0.290, E(c,d) = 1.8918e-01
c = 0.370, d = 0.300, E(c,d) = 1.9380e-01
c = 0.370, d = 0.310, E(c,d) = 1.9863e-01
c = 0.370, d = 0.320, E(c,d) = 2.0366e-01
c = 0.370, d = 0.330, E(c,d) = 2.0888e-01
c = 0.370, d = 0.340, E(c,d) = 2.1431e-01
c = 0.370, d = 0.350, E(c,d) = 2.1994e-01
c = 0.370, d = 0.360, E(c,d) = 2.2576e-01
c = 0.370, d = 0.370, E(c,d) = 2.3179e-01
c = 0.370, d = 0.380, E(c,d) = 2.3802e-01
c = 0.370, d = 0.390, E(c,d) = 2.4445e-01
c = 0.370, d = 0.400, E(c,d) = 2.5107e-01
c = 0.380, d = 0.200, E(c,d) = 1.6407e-01
c = 0.380, d = 0.210, E(c,d) = 1.6689e-01
c = 0.380, d = 0.220, E(c,d) = 1.6992e-01
c = 0.380, d = 0.230, E(c,d) = 1.7315e-01
c = 0.380, d = 0.240, E(c,d) = 1.7657e-01
c = 0.380, d = 0.250, E(c,d) = 1.8020e-01
c = 0.380, d = 0.260, E(c,d) = 1.8403e-01
c = 0.380, d = 0.270, E(c,d) = 1.8805e-01
c = 0.380, d = 0.280, E(c,d) = 1.9228e-01
c = 0.380, d = 0.290, E(c,d) = 1.9671e-01
c = 0.380, d = 0.300, E(c,d) = 2.0133e-01
c = 0.380, d = 0.310, E(c,d) = 2.0616e-01
c = 0.380, d = 0.320, E(c,d) = 2.1119e-01
c = 0.380, d = 0.330, E(c,d) = 2.1641e-01
c = 0.380, d = 0.340, E(c,d) = 2.2184e-01
c = 0.380, d = 0.350, E(c,d) = 2.2747e-01
c = 0.380, d = 0.360, E(c,d) = 2.3329e-01
c = 0.380, d = 0.370, E(c,d) = 2.3932e-01
c = 0.380, d = 0.380, E(c,d) = 2.4555e-01
c = 0.380, d = 0.390, E(c,d) = 2.5197e-01
c = 0.380, d = 0.400, E(c,d) = 2.5860e-01
c = 0.390, d = 0.200, E(c,d) = 1.7179e-01
c = 0.390, d = 0.210, E(c,d) = 1.7462e-01
c = 0.390, d = 0.220, E(c,d) = 1.7765e-01
c = 0.390, d = 0.230, E(c,d) = 1.8087e-01
c = 0.390, d = 0.240, E(c,d) = 1.8430e-01
c = 0.390, d = 0.250, E(c,d) = 1.8793e-01
c = 0.390, d = 0.260, E(c,d) = 1.9175e-01
c = 0.390, d = 0.270, E(c,d) = 1.9578e-01
c = 0.390, d = 0.280, E(c,d) = 2.0001e-01
c = 0.390, d = 0.290, E(c,d) = 2.0443e-01
c = 0.390, d = 0.300, E(c,d) = 2.0906e-01
c = 0.390, d = 0.310, E(c,d) = 2.1389e-01
c = 0.390, d = 0.320, E(c,d) = 2.1891e-01
c = 0.390, d = 0.330, E(c,d) = 2.2414e-01
c = 0.390, d = 0.340, E(c,d) = 2.2957e-01
c = 0.390, d = 0.350, E(c,d) = 2.3519e-01
c = 0.390, d = 0.360, E(c,d) = 2.4102e-01
c = 0.390, d = 0.370, E(c,d) = 2.4705e-01
c = 0.390, d = 0.380, E(c,d) = 2.5328e-01
c = 0.390, d = 0.390, E(c,d) = 2.5970e-01
c = 0.390, d = 0.400, E(c,d) = 2.6633e-01
c = 0.400, d = 0.200, E(c,d) = 1.7972e-01
c = 0.400, d = 0.210, E(c,d) = 1.8255e-01
c = 0.400, d = 0.220, E(c,d) = 1.8558e-01
c = 0.400, d = 0.230, E(c,d) = 1.8880e-01
c = 0.400, d = 0.240, E(c,d) = 1.9223e-01
c = 0.400, d = 0.250, E(c,d) = 1.9586e-01
c = 0.400, d = 0.260, E(c,d) = 1.9968e-01
c = 0.400, d = 0.270, E(c,d) = 2.0371e-01
c = 0.400, d = 0.280, E(c,d) = 2.0794e-01
c = 0.400, d = 0.290, E(c,d) = 2.1236e-01
c = 0.400, d = 0.300, E(c,d) = 2.1699e-01
c = 0.400, d = 0.310, E(c,d) = 2.2182e-01
c = 0.400, d = 0.320, E(c,d) = 2.2684e-01
c = 0.400, d = 0.330, E(c,d) = 2.3207e-01
c = 0.400, d = 0.340, E(c,d) = 2.3750e-01
c = 0.400, d = 0.350, E(c,d) = 2.4312e-01
c = 0.400, d = 0.360, E(c,d) = 2.4895e-01
c = 0.400, d = 0.370, E(c,d) = 2.5498e-01
c = 0.400, d = 0.380, E(c,d) = 2.6120e-01
c = 0.400, d = 0.390, E(c,d) = 2.6763e-01
c = 0.400, d = 0.400, E(c,d) = 2.7426e-01

Best near medium: (c, d) = (0.2000, 0.2000), E = 5.9156e-02

=== Local grid search around (c0=0.7, d0=0.2), label = large ===
c = 0.600, d = 0.100, E(c,d) = 3.6302e-01
c = 0.600, d = 0.110, E(c,d) = 3.6385e-01
c = 0.600, d = 0.120, E(c,d) = 3.6488e-01
c = 0.600, d = 0.130, E(c,d) = 3.6610e-01
c = 0.600, d = 0.140, E(c,d) = 3.6753e-01
c = 0.600, d = 0.150, E(c,d) = 3.6916e-01
c = 0.600, d = 0.160, E(c,d) = 3.7098e-01
c = 0.600, d = 0.170, E(c,d) = 3.7301e-01
c = 0.600, d = 0.180, E(c,d) = 3.7524e-01
c = 0.600, d = 0.190, E(c,d) = 3.7766e-01
c = 0.600, d = 0.200, E(c,d) = 3.8029e-01
c = 0.600, d = 0.210, E(c,d) = 3.8312e-01
c = 0.600, d = 0.220, E(c,d) = 3.8614e-01
c = 0.600, d = 0.230, E(c,d) = 3.8937e-01
c = 0.600, d = 0.240, E(c,d) = 3.9280e-01
c = 0.600, d = 0.250, E(c,d) = 3.9642e-01
c = 0.600, d = 0.260, E(c,d) = 4.0025e-01
c = 0.600, d = 0.270, E(c,d) = 4.0428e-01
c = 0.600, d = 0.280, E(c,d) = 4.0850e-01
c = 0.600, d = 0.290, E(c,d) = 4.1293e-01
c = 0.600, d = 0.300, E(c,d) = 4.1756e-01
c = 0.610, d = 0.100, E(c,d) = 3.7515e-01
c = 0.610, d = 0.110, E(c,d) = 3.7598e-01
c = 0.610, d = 0.120, E(c,d) = 3.7700e-01
c = 0.610, d = 0.130, E(c,d) = 3.7823e-01
c = 0.610, d = 0.140, E(c,d) = 3.7966e-01
c = 0.610, d = 0.150, E(c,d) = 3.8128e-01
c = 0.610, d = 0.160, E(c,d) = 3.8311e-01
c = 0.610, d = 0.170, E(c,d) = 3.8514e-01
c = 0.610, d = 0.180, E(c,d) = 3.8736e-01
c = 0.610, d = 0.190, E(c,d) = 3.8979e-01
c = 0.610, d = 0.200, E(c,d) = 3.9242e-01
c = 0.610, d = 0.210, E(c,d) = 3.9525e-01
c = 0.610, d = 0.220, E(c,d) = 3.9827e-01
c = 0.610, d = 0.230, E(c,d) = 4.0150e-01
c = 0.610, d = 0.240, E(c,d) = 4.0493e-01
c = 0.610, d = 0.250, E(c,d) = 4.0855e-01
c = 0.610, d = 0.260, E(c,d) = 4.1238e-01
c = 0.610, d = 0.270, E(c,d) = 4.1641e-01
c = 0.610, d = 0.280, E(c,d) = 4.2063e-01
c = 0.610, d = 0.290, E(c,d) = 4.2506e-01
c = 0.610, d = 0.300, E(c,d) = 4.2969e-01
c = 0.620, d = 0.100, E(c,d) = 3.8748e-01
c = 0.620, d = 0.110, E(c,d) = 3.8831e-01
c = 0.620, d = 0.120, E(c,d) = 3.8933e-01
c = 0.620, d = 0.130, E(c,d) = 3.9056e-01
c = 0.620, d = 0.140, E(c,d) = 3.9199e-01
c = 0.620, d = 0.150, E(c,d) = 3.9361e-01
c = 0.620, d = 0.160, E(c,d) = 3.9544e-01
c = 0.620, d = 0.170, E(c,d) = 3.9747e-01
c = 0.620, d = 0.180, E(c,d) = 3.9969e-01
c = 0.620, d = 0.190, E(c,d) = 4.0212e-01
c = 0.620, d = 0.200, E(c,d) = 4.0475e-01
c = 0.620, d = 0.210, E(c,d) = 4.0757e-01
c = 0.620, d = 0.220, E(c,d) = 4.1060e-01
c = 0.620, d = 0.230, E(c,d) = 4.1383e-01
c = 0.620, d = 0.240, E(c,d) = 4.1725e-01
c = 0.620, d = 0.250, E(c,d) = 4.2088e-01
c = 0.620, d = 0.260, E(c,d) = 4.2471e-01
c = 0.620, d = 0.270, E(c,d) = 4.2873e-01
c = 0.620, d = 0.280, E(c,d) = 4.3296e-01
c = 0.620, d = 0.290, E(c,d) = 4.3739e-01
c = 0.620, d = 0.300, E(c,d) = 4.4201e-01
c = 0.630, d = 0.100, E(c,d) = 4.0001e-01
c = 0.630, d = 0.110, E(c,d) = 4.0083e-01
c = 0.630, d = 0.120, E(c,d) = 4.0186e-01
c = 0.630, d = 0.130, E(c,d) = 4.0309e-01
c = 0.630, d = 0.140, E(c,d) = 4.0451e-01
c = 0.630, d = 0.150, E(c,d) = 4.0614e-01
c = 0.630, d = 0.160, E(c,d) = 4.0797e-01
c = 0.630, d = 0.170, E(c,d) = 4.0999e-01
c = 0.630, d = 0.180, E(c,d) = 4.1222e-01
c = 0.630, d = 0.190, E(c,d) = 4.1465e-01
c = 0.630, d = 0.200, E(c,d) = 4.1728e-01
c = 0.630, d = 0.210, E(c,d) = 4.2010e-01
c = 0.630, d = 0.220, E(c,d) = 4.2313e-01
c = 0.630, d = 0.230, E(c,d) = 4.2636e-01
c = 0.630, d = 0.240, E(c,d) = 4.2978e-01
c = 0.630, d = 0.250, E(c,d) = 4.3341e-01
c = 0.630, d = 0.260, E(c,d) = 4.3724e-01
c = 0.630, d = 0.270, E(c,d) = 4.4126e-01
c = 0.630, d = 0.280, E(c,d) = 4.4549e-01
c = 0.630, d = 0.290, E(c,d) = 4.4992e-01
c = 0.630, d = 0.300, E(c,d) = 4.5454e-01
c = 0.640, d = 0.100, E(c,d) = 4.1274e-01
c = 0.640, d = 0.110, E(c,d) = 4.1356e-01
c = 0.640, d = 0.120, E(c,d) = 4.1459e-01
c = 0.640, d = 0.130, E(c,d) = 4.1582e-01
c = 0.640, d = 0.140, E(c,d) = 4.1724e-01
c = 0.640, d = 0.150, E(c,d) = 4.1887e-01
c = 0.640, d = 0.160, E(c,d) = 4.2070e-01
c = 0.640, d = 0.170, E(c,d) = 4.2272e-01
c = 0.640, d = 0.180, E(c,d) = 4.2495e-01
c = 0.640, d = 0.190, E(c,d) = 4.2738e-01
c = 0.640, d = 0.200, E(c,d) = 4.3000e-01
c = 0.640, d = 0.210, E(c,d) = 4.3283e-01
c = 0.640, d = 0.220, E(c,d) = 4.3586e-01
c = 0.640, d = 0.230, E(c,d) = 4.3908e-01
c = 0.640, d = 0.240, E(c,d) = 4.4251e-01
c = 0.640, d = 0.250, E(c,d) = 4.4614e-01
c = 0.640, d = 0.260, E(c,d) = 4.4996e-01
c = 0.640, d = 0.270, E(c,d) = 4.5399e-01
c = 0.640, d = 0.280, E(c,d) = 4.5822e-01
c = 0.640, d = 0.290, E(c,d) = 4.6264e-01
c = 0.640, d = 0.300, E(c,d) = 4.6727e-01
c = 0.650, d = 0.100, E(c,d) = 4.2566e-01
c = 0.650, d = 0.110, E(c,d) = 4.2649e-01
c = 0.650, d = 0.120, E(c,d) = 4.2752e-01
c = 0.650, d = 0.130, E(c,d) = 4.2874e-01
c = 0.650, d = 0.140, E(c,d) = 4.3017e-01
c = 0.650, d = 0.150, E(c,d) = 4.3180e-01
c = 0.650, d = 0.160, E(c,d) = 4.3362e-01
c = 0.650, d = 0.170, E(c,d) = 4.3565e-01
c = 0.650, d = 0.180, E(c,d) = 4.3788e-01
c = 0.650, d = 0.190, E(c,d) = 4.4031e-01
c = 0.650, d = 0.200, E(c,d) = 4.4293e-01
c = 0.650, d = 0.210, E(c,d) = 4.4576e-01
c = 0.650, d = 0.220, E(c,d) = 4.4879e-01
c = 0.650, d = 0.230, E(c,d) = 4.5201e-01
c = 0.650, d = 0.240, E(c,d) = 4.5544e-01
c = 0.650, d = 0.250, E(c,d) = 4.5907e-01
c = 0.650, d = 0.260, E(c,d) = 4.6289e-01
c = 0.650, d = 0.270, E(c,d) = 4.6692e-01
c = 0.650, d = 0.280, E(c,d) = 4.7115e-01
c = 0.650, d = 0.290, E(c,d) = 4.7557e-01
c = 0.650, d = 0.300, E(c,d) = 4.8020e-01
c = 0.660, d = 0.100, E(c,d) = 4.3879e-01
c = 0.660, d = 0.110, E(c,d) = 4.3962e-01
c = 0.660, d = 0.120, E(c,d) = 4.4065e-01
c = 0.660, d = 0.130, E(c,d) = 4.4187e-01
c = 0.660, d = 0.140, E(c,d) = 4.4330e-01
c = 0.660, d = 0.150, E(c,d) = 4.4493e-01
c = 0.660, d = 0.160, E(c,d) = 4.4675e-01
c = 0.660, d = 0.170, E(c,d) = 4.4878e-01
c = 0.660, d = 0.180, E(c,d) = 4.5101e-01
c = 0.660, d = 0.190, E(c,d) = 4.5343e-01
c = 0.660, d = 0.200, E(c,d) = 4.5606e-01
c = 0.660, d = 0.210, E(c,d) = 4.5889e-01
c = 0.660, d = 0.220, E(c,d) = 4.6191e-01
c = 0.660, d = 0.230, E(c,d) = 4.6514e-01
c = 0.660, d = 0.240, E(c,d) = 4.6857e-01
c = 0.660, d = 0.250, E(c,d) = 4.7219e-01
c = 0.660, d = 0.260, E(c,d) = 4.7602e-01
c = 0.660, d = 0.270, E(c,d) = 4.8005e-01
c = 0.660, d = 0.280, E(c,d) = 4.8427e-01
c = 0.660, d = 0.290, E(c,d) = 4.8870e-01
c = 0.660, d = 0.300, E(c,d) = 4.9333e-01
c = 0.670, d = 0.100, E(c,d) = 4.5212e-01
c = 0.670, d = 0.110, E(c,d) = 4.5295e-01
c = 0.670, d = 0.120, E(c,d) = 4.5397e-01
c = 0.670, d = 0.130, E(c,d) = 4.5520e-01
c = 0.670, d = 0.140, E(c,d) = 4.5663e-01
c = 0.670, d = 0.150, E(c,d) = 4.5825e-01
c = 0.670, d = 0.160, E(c,d) = 4.6008e-01
c = 0.670, d = 0.170, E(c,d) = 4.6211e-01
c = 0.670, d = 0.180, E(c,d) = 4.6434e-01
c = 0.670, d = 0.190, E(c,d) = 4.6676e-01
c = 0.670, d = 0.200, E(c,d) = 4.6939e-01
c = 0.670, d = 0.210, E(c,d) = 4.7222e-01
c = 0.670, d = 0.220, E(c,d) = 4.7524e-01
c = 0.670, d = 0.230, E(c,d) = 4.7847e-01
c = 0.670, d = 0.240, E(c,d) = 4.8190e-01
c = 0.670, d = 0.250, E(c,d) = 4.8552e-01
c = 0.670, d = 0.260, E(c,d) = 4.8935e-01
c = 0.670, d = 0.270, E(c,d) = 4.9338e-01
c = 0.670, d = 0.280, E(c,d) = 4.9760e-01
c = 0.670, d = 0.290, E(c,d) = 5.0203e-01
c = 0.670, d = 0.300, E(c,d) = 5.0666e-01
c = 0.680, d = 0.100, E(c,d) = 4.6565e-01
c = 0.680, d = 0.110, E(c,d) = 4.6648e-01
c = 0.680, d = 0.120, E(c,d) = 4.6750e-01
c = 0.680, d = 0.130, E(c,d) = 4.6873e-01
c = 0.680, d = 0.140, E(c,d) = 4.7016e-01
c = 0.680, d = 0.150, E(c,d) = 4.7178e-01
c = 0.680, d = 0.160, E(c,d) = 4.7361e-01
c = 0.680, d = 0.170, E(c,d) = 4.7564e-01
c = 0.680, d = 0.180, E(c,d) = 4.7786e-01
c = 0.680, d = 0.190, E(c,d) = 4.8029e-01
c = 0.680, d = 0.200, E(c,d) = 4.8292e-01
c = 0.680, d = 0.210, E(c,d) = 4.8574e-01
c = 0.680, d = 0.220, E(c,d) = 4.8877e-01
c = 0.680, d = 0.230, E(c,d) = 4.9200e-01
c = 0.680, d = 0.240, E(c,d) = 4.9542e-01
c = 0.680, d = 0.250, E(c,d) = 4.9905e-01
c = 0.680, d = 0.260, E(c,d) = 5.0288e-01
c = 0.680, d = 0.270, E(c,d) = 5.0690e-01
c = 0.680, d = 0.280, E(c,d) = 5.1113e-01
c = 0.680, d = 0.290, E(c,d) = 5.1556e-01
c = 0.680, d = 0.300, E(c,d) = 5.2018e-01
c = 0.690, d = 0.100, E(c,d) = 4.7938e-01
c = 0.690, d = 0.110, E(c,d) = 4.8020e-01
c = 0.690, d = 0.120, E(c,d) = 4.8123e-01
c = 0.690, d = 0.130, E(c,d) = 4.8246e-01
c = 0.690, d = 0.140, E(c,d) = 4.8388e-01
c = 0.690, d = 0.150, E(c,d) = 4.8551e-01
c = 0.690, d = 0.160, E(c,d) = 4.8734e-01
c = 0.690, d = 0.170, E(c,d) = 4.8937e-01
c = 0.690, d = 0.180, E(c,d) = 4.9159e-01
c = 0.690, d = 0.190, E(c,d) = 4.9402e-01
c = 0.690, d = 0.200, E(c,d) = 4.9665e-01
c = 0.690, d = 0.210, E(c,d) = 4.9947e-01
c = 0.690, d = 0.220, E(c,d) = 5.0250e-01
c = 0.690, d = 0.230, E(c,d) = 5.0573e-01
c = 0.690, d = 0.240, E(c,d) = 5.0915e-01
c = 0.690, d = 0.250, E(c,d) = 5.1278e-01
c = 0.690, d = 0.260, E(c,d) = 5.1661e-01
c = 0.690, d = 0.270, E(c,d) = 5.2063e-01
c = 0.690, d = 0.280, E(c,d) = 5.2486e-01
c = 0.690, d = 0.290, E(c,d) = 5.2929e-01
c = 0.690, d = 0.300, E(c,d) = 5.3391e-01
c = 0.700, d = 0.100, E(c,d) = 4.9331e-01
c = 0.700, d = 0.110, E(c,d) = 4.9413e-01
c = 0.700, d = 0.120, E(c,d) = 4.9516e-01
c = 0.700, d = 0.130, E(c,d) = 4.9639e-01
c = 0.700, d = 0.140, E(c,d) = 4.9781e-01
c = 0.700, d = 0.150, E(c,d) = 4.9944e-01
c = 0.700, d = 0.160, E(c,d) = 5.0127e-01
c = 0.700, d = 0.170, E(c,d) = 5.0329e-01
c = 0.700, d = 0.180, E(c,d) = 5.0552e-01
c = 0.700, d = 0.190, E(c,d) = 5.0795e-01
c = 0.700, d = 0.200, E(c,d) = 5.1057e-01
c = 0.700, d = 0.210, E(c,d) = 5.1340e-01
c = 0.700, d = 0.220, E(c,d) = 5.1643e-01
c = 0.700, d = 0.230, E(c,d) = 5.1965e-01
c = 0.700, d = 0.240, E(c,d) = 5.2308e-01
c = 0.700, d = 0.250, E(c,d) = 5.2671e-01
c = 0.700, d = 0.260, E(c,d) = 5.3053e-01
c = 0.700, d = 0.270, E(c,d) = 5.3456e-01
c = 0.700, d = 0.280, E(c,d) = 5.3879e-01
c = 0.700, d = 0.290, E(c,d) = 5.4321e-01
c = 0.700, d = 0.300, E(c,d) = 5.4784e-01
c = 0.710, d = 0.100, E(c,d) = 5.0743e-01
c = 0.710, d = 0.110, E(c,d) = 5.0826e-01
c = 0.710, d = 0.120, E(c,d) = 5.0929e-01
c = 0.710, d = 0.130, E(c,d) = 5.1051e-01
c = 0.710, d = 0.140, E(c,d) = 5.1194e-01
c = 0.710, d = 0.150, E(c,d) = 5.1357e-01
c = 0.710, d = 0.160, E(c,d) = 5.1540e-01
c = 0.710, d = 0.170, E(c,d) = 5.1742e-01
c = 0.710, d = 0.180, E(c,d) = 5.1965e-01
c = 0.710, d = 0.190, E(c,d) = 5.2208e-01
c = 0.710, d = 0.200, E(c,d) = 5.2470e-01
c = 0.710, d = 0.210, E(c,d) = 5.2753e-01
c = 0.710, d = 0.220, E(c,d) = 5.3056e-01
c = 0.710, d = 0.230, E(c,d) = 5.3378e-01
c = 0.710, d = 0.240, E(c,d) = 5.3721e-01
c = 0.710, d = 0.250, E(c,d) = 5.4084e-01
c = 0.710, d = 0.260, E(c,d) = 5.4466e-01
c = 0.710, d = 0.270, E(c,d) = 5.4869e-01
c = 0.710, d = 0.280, E(c,d) = 5.5292e-01
c = 0.710, d = 0.290, E(c,d) = 5.5734e-01
c = 0.710, d = 0.300, E(c,d) = 5.6197e-01
c = 0.720, d = 0.100, E(c,d) = 5.2176e-01
c = 0.720, d = 0.110, E(c,d) = 5.2259e-01
c = 0.720, d = 0.120, E(c,d) = 5.2362e-01
c = 0.720, d = 0.130, E(c,d) = 5.2484e-01
c = 0.720, d = 0.140, E(c,d) = 5.2627e-01
c = 0.720, d = 0.150, E(c,d) = 5.2790e-01
c = 0.720, d = 0.160, E(c,d) = 5.2972e-01
c = 0.720, d = 0.170, E(c,d) = 5.3175e-01
c = 0.720, d = 0.180, E(c,d) = 5.3398e-01
c = 0.720, d = 0.190, E(c,d) = 5.3640e-01
c = 0.720, d = 0.200, E(c,d) = 5.3903e-01
c = 0.720, d = 0.210, E(c,d) = 5.4186e-01
c = 0.720, d = 0.220, E(c,d) = 5.4488e-01
c = 0.720, d = 0.230, E(c,d) = 5.4811e-01
c = 0.720, d = 0.240, E(c,d) = 5.5154e-01
c = 0.720, d = 0.250, E(c,d) = 5.5516e-01
c = 0.720, d = 0.260, E(c,d) = 5.5899e-01
c = 0.720, d = 0.270, E(c,d) = 5.6302e-01
c = 0.720, d = 0.280, E(c,d) = 5.6724e-01
c = 0.720, d = 0.290, E(c,d) = 5.7167e-01
c = 0.720, d = 0.300, E(c,d) = 5.7630e-01
c = 0.730, d = 0.100, E(c,d) = 5.3629e-01
c = 0.730, d = 0.110, E(c,d) = 5.3712e-01
c = 0.730, d = 0.120, E(c,d) = 5.3815e-01
c = 0.730, d = 0.130, E(c,d) = 5.3937e-01
c = 0.730, d = 0.140, E(c,d) = 5.4080e-01
c = 0.730, d = 0.150, E(c,d) = 5.4243e-01
c = 0.730, d = 0.160, E(c,d) = 5.4425e-01
c = 0.730, d = 0.170, E(c,d) = 5.4628e-01
c = 0.730, d = 0.180, E(c,d) = 5.4851e-01
c = 0.730, d = 0.190, E(c,d) = 5.5093e-01
c = 0.730, d = 0.200, E(c,d) = 5.5356e-01
c = 0.730, d = 0.210, E(c,d) = 5.5639e-01
c = 0.730, d = 0.220, E(c,d) = 5.5941e-01
c = 0.730, d = 0.230, E(c,d) = 5.6264e-01
c = 0.730, d = 0.240, E(c,d) = 5.6607e-01
c = 0.730, d = 0.250, E(c,d) = 5.6969e-01
c = 0.730, d = 0.260, E(c,d) = 5.7352e-01
c = 0.730, d = 0.270, E(c,d) = 5.7755e-01
c = 0.730, d = 0.280, E(c,d) = 5.8177e-01
c = 0.730, d = 0.290, E(c,d) = 5.8620e-01
c = 0.730, d = 0.300, E(c,d) = 5.9083e-01
c = 0.740, d = 0.100, E(c,d) = 5.5102e-01
c = 0.740, d = 0.110, E(c,d) = 5.5185e-01
c = 0.740, d = 0.120, E(c,d) = 5.5287e-01
c = 0.740, d = 0.130, E(c,d) = 5.5410e-01
c = 0.740, d = 0.140, E(c,d) = 5.5553e-01
c = 0.740, d = 0.150, E(c,d) = 5.5715e-01
c = 0.740, d = 0.160, E(c,d) = 5.5898e-01
c = 0.740, d = 0.170, E(c,d) = 5.6101e-01
c = 0.740, d = 0.180, E(c,d) = 5.6323e-01
c = 0.740, d = 0.190, E(c,d) = 5.6566e-01
c = 0.740, d = 0.200, E(c,d) = 5.6829e-01
c = 0.740, d = 0.210, E(c,d) = 5.7111e-01
c = 0.740, d = 0.220, E(c,d) = 5.7414e-01
c = 0.740, d = 0.230, E(c,d) = 5.7737e-01
c = 0.740, d = 0.240, E(c,d) = 5.8079e-01
c = 0.740, d = 0.250, E(c,d) = 5.8442e-01
c = 0.740, d = 0.260, E(c,d) = 5.8825e-01
c = 0.740, d = 0.270, E(c,d) = 5.9227e-01
c = 0.740, d = 0.280, E(c,d) = 5.9650e-01
c = 0.740, d = 0.290, E(c,d) = 6.0093e-01
c = 0.740, d = 0.300, E(c,d) = 6.0555e-01
c = 0.750, d = 0.100, E(c,d) = 5.6595e-01
c = 0.750, d = 0.110, E(c,d) = 5.6678e-01
c = 0.750, d = 0.120, E(c,d) = 5.6780e-01
c = 0.750, d = 0.130, E(c,d) = 5.6903e-01
c = 0.750, d = 0.140, E(c,d) = 5.7046e-01
c = 0.750, d = 0.150, E(c,d) = 5.7208e-01
c = 0.750, d = 0.160, E(c,d) = 5.7391e-01
c = 0.750, d = 0.170, E(c,d) = 5.7594e-01
c = 0.750, d = 0.180, E(c,d) = 5.7816e-01
c = 0.750, d = 0.190, E(c,d) = 5.8059e-01
c = 0.750, d = 0.200, E(c,d) = 5.8322e-01
c = 0.750, d = 0.210, E(c,d) = 5.8604e-01
c = 0.750, d = 0.220, E(c,d) = 5.8907e-01
c = 0.750, d = 0.230, E(c,d) = 5.9230e-01
c = 0.750, d = 0.240, E(c,d) = 5.9572e-01
c = 0.750, d = 0.250, E(c,d) = 5.9935e-01
c = 0.750, d = 0.260, E(c,d) = 6.0318e-01
c = 0.750, d = 0.270, E(c,d) = 6.0720e-01
